StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering
1046,18,0,0,2,4.89431194047401,7,0,4,0,0,1,0
1047,18,0,1,2,2.63130613278709,5,0,1,1,0,0,0
1048,17,0,0,2,6.04553400992897,15,0,2,0,0,0,0
1049,16,0,1,2,17.9017034553262,17,0,3,0,0,1,0
1050,16,1,1,1,19.4410694924697,16,0,4,1,0,0,0
1051,17,1,2,2,17.1864990214095,5,0,3,0,0,0,0
1052,16,1,2,0,2.20035442255087,12,1,1,1,0,1,0
1053,17,1,0,1,18.9485599611958,22,0,4,0,0,1,0
1054,18,0,0,2,8.46716054701572,13,0,1,0,1,0,0
1055,17,0,0,0,0.186205815247073,29,1,2,1,1,0,0
1056,18,0,0,1,8.84787481496387,25,0,2,0,1,0,0
1057,18,1,0,4,0.921383393509351,20,0,2,0,1,1,0
1058,15,0,0,4,10.8775584232223,29,0,3,1,0,0,0
1059,17,0,0,1,6.77108054874102,9,1,3,0,1,0,0
1060,15,1,3,0,9.46869867188097,23,0,3,0,1,0,0
1061,17,1,1,1,12.2634072148623,10,0,0,1,0,1,0
1062,17,0,0,1,17.3760219163564,12,0,2,0,0,1,0
1063,15,0,1,3,13.2380315294385,11,0,3,0,1,0,0
1064,15,0,0,1,8.68097736956361,8,0,2,0,1,0,0
1065,17,0,0,2,16.3885570734073,3,1,4,0,0,0,0
1066,16,0,1,1,18.1116427514626,6,1,3,1,0,0,0
1067,18,0,0,4,2.39519932864394,23,0,3,0,1,0,0
1068,15,1,0,1,10.6386595510558,28,0,0,0,1,0,0
1069,18,1,3,2,5.69023919484888,21,1,3,0,0,1,0
1070,16,1,2,1,0.941223957538948,1,0,4,0,0,1,0
1071,16,0,1,2,13.3709339022797,6,0,2,1,0,0,0
1072,16,1,1,1,17.2554155491845,28,0,3,0,0,1,1
1073,15,0,1,1,3.25805308954788,8,0,2,1,1,0,0
1074,16,0,0,3,16.248273152478,4,1,2,0,0,0,0
1075,15,1,0,3,17.0679146707388,14,0,3,1,0,1,0
1076,16,0,0,3,18.2868088533296,17,0,3,0,1,0,0
1077,18,0,0,2,5.30570178172104,3,0,3,0,0,0,0
1078,18,1,1,3,18.0790613037977,18,1,1,1,1,0,0
1079,17,1,0,0,6.41325509472864,19,0,1,0,0,0,0
1080,18,1,3,1,11.04676026911,25,0,3,0,1,0,0
1081,17,0,3,1,1.01014941664564,6,0,1,0,1,0,0
1082,18,1,2,2,0.877621767374872,25,0,2,0,0,0,0
1083,15,1,1,1,14.407464254644,7,0,0,1,1,0,0
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0
1085,17,1,0,2,5.12584750738435,12,0,3,1,1,0,0
1086,17,1,2,3,3.8082699204982,23,0,3,0,0,0,0
1087,16,1,0,1,13.3990698171843,20,1,1,1,0,1,1
1088,15,0,2,1,0.00803088050679745,27,0,1,0,0,1,0
1089,18,0,0,1,16.117823383937,22,0,0,1,0,1,0
1090,16,0,2,1,1.58499212259857,10,0,2,0,0,1,1
1091,18,0,3,1,3.82979229816238,26,0,1,0,0,0,1
1092,18,1,0,2,7.72472790598179,0,0,2,1,1,0,0
1093,16,0,0,2,9.69717479432207,1,1,3,0,0,0,0
1094,16,0,3,2,7.09990231627883,16,1,3,0,1,0,0
1095,16,1,0,1,6.41424329968587,4,0,1,1,1,0,0
1096,16,1,2,3,19.2783202414637,29,0,3,0,0,0,1
1097,16,1,1,1,12.8315936248678,29,0,4,0,0,1,0
1098,18,0,0,2,0.468659107347764,5,0,2,0,1,0,0
1099,16,0,0,3,8.60351816888626,25,0,2,1,0,1,1
1100,15,0,0,1,17.5001739948794,24,0,2,0,0,0,0
1101,17,1,2,1,6.02912372821335,23,1,1,1,1,0,1
1102,16,1,0,3,1.89112689548776,6,0,3,1,0,1,1
1103,16,0,1,1,15.1676954317983,27,0,3,1,1,0,0
1104,18,1,0,2,12.1202766387216,20,1,2,0,1,0,0
1105,16,1,1,0,11.40625015653,29,0,3,1,0,0,0
1106,16,1,2,2,1.07153119214815,14,0,3,0,1,1,1
1107,16,0,3,1,2.80998019591034,18,0,0,1,0,0,1
1108,18,1,0,0,12.4509879242622,15,0,1,0,1,0,0
1109,16,1,2,2,4.15647682917671,24,1,3,1,1,0,0
1110,17,0,2,1,10.0814015949684,12,1,4,0,0,0,0
1111,18,0,1,1,10.8976337205878,4,1,3,0,0,0,0
1112,17,1,3,0,5.67014380541878,2,1,4,0,0,1,0
1113,18,1,0,1,18.9685031108298,2,0,2,0,0,0,0
1114,16,0,0,1,16.8492821367115,18,1,1,0,1,1,0
1115,17,0,2,0,14.4474701526559,13,1,2,0,0,0,0
1116,18,1,0,3,1.55987732818818,15,0,0,0,0,0,1
1117,15,1,2,0,2.12260038618038,21,0,3,1,0,1,0
1118,16,1,2,2,9.85562691729911,16,0,4,0,0,0,0
1119,18,1,0,1,3.21426698381971,26,0,3,0,1,0,0
1120,15,0,2,1,19.5653092705894,3,0,2,1,0,1,1
1121,18,1,0,3,3.17040468054818,12,1,1,1,1,0,0
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0
1123,16,0,1,4,7.2824211368301,18,0,2,0,0,0,0
1124,17,1,3,1,12.7877284290819,4,0,3,0,0,0,0
1125,15,0,0,2,2.58072817778849,1,1,2,1,0,1,0
1126,18,1,0,2,8.60632856084781,14,0,4,1,0,0,0
1127,16,1,1,3,5.49410065614287,1,0,3,1,0,0,0
1128,15,0,2,2,17.7550304934337,10,1,1,0,1,0,0
1129,18,0,1,2,0.811714242693901,12,1,1,1,1,0,0
1130,18,1,0,1,18.2745498801291,22,1,3,0,0,0,0
1131,18,1,0,1,16.65988277106,9,0,1,0,0,0,0
1132,15,1,0,3,5.9514143288163,2,0,3,0,0,0,0
1133,15,0,2,1,15.785813093542,4,1,2,0,1,0,0
1134,15,1,0,1,0.624271206774951,2,0,1,1,0,0,0
1135,17,0,0,2,19.3373110058678,5,1,2,1,0,0,0
1136,15,0,3,1,10.5318988517957,12,0,2,1,0,0,0
1137,15,1,0,4,6.0656205213089,9,0,3,0,1,0,0
1138,15,0,3,2,7.25166425189354,18,0,0,1,0,1,1
1139,17,1,1,2,1.32810706920994,7,0,3,1,0,0,0
1140,15,1,2,3,19.7869902808407,17,1,3,0,0,0,0
1141,18,1,0,0,0.785838903013849,2,0,3,1,0,0,0
1142,15,1,0,1,13.0981424629571,23,1,0,1,1,0,0
1143,18,1,2,2,8.85471855412916,23,1,3,0,0,0,0
1144,18,0,2,1,18.9783243637743,16,0,2,1,0,1,0
1145,18,0,2,2,4.9199948061359,7,1,2,1,1,0,0
1146,17,1,0,3,10.6417364787602,9,0,3,1,0,0,0
1147,17,1,2,2,9.64712417165506,1,1,2,1,0,0,1
1148,17,0,2,1,14.057328881002,11,0,3,0,1,0,0
1149,15,0,1,4,1.36020463904841,22,0,1,1,1,0,1
1150,18,0,2,2,3.87578260046709,5,0,3,1,0,0,0
1151,17,0,2,2,4.29129640185699,1,0,1,0,1,1,0
1152,17,1,1,1,14.7630150968337,20,1,3,0,1,0,0
1153,15,1,0,3,3.7827739265348,22,0,4,1,0,0,1
1154,17,0,0,2,11.4698352778195,23,0,2,0,0,0,0
1155,15,1,0,2,4.30487641001907,2,0,2,1,0,0,0
1156,16,0,0,3,17.2324990016795,16,1,3,1,1,0,0
1157,17,1,0,1,18.8437090897927,28,0,0,0,1,1,1
1158,16,0,0,2,10.3698594988448,6,0,2,0,0,0,0
1159,15,1,0,3,7.04617768418356,28,0,2,0,0,0,0
1160,18,0,0,1,4.68115550034998,20,0,3,0,0,0,1
1161,17,0,2,2,0.995620030460875,4,1,3,1,0,0,1
1162,15,1,3,3,5.3700015239499,22,1,3,0,0,0,0
1163,18,0,0,2,13.0847155989063,0,1,3,0,0,1,1
1164,18,1,3,2,10.6723386261842,7,0,3,1,0,0,0
1165,16,1,1,3,18.8808255656185,11,1,2,1,0,0,0
1166,15,0,0,3,7.92554524983401,13,0,2,0,1,0,0
1167,18,1,0,1,13.8772668465678,15,1,2,1,1,0,0
1168,17,1,1,0,9.78645494950242,9,0,4,0,1,0,0
1169,17,1,2,2,10.2515243184842,14,0,3,1,0,0,0
1170,16,1,2,2,5.35548629208235,20,0,2,0,1,0,0
1171,18,1,0,2,9.09901553683999,23,0,3,0,1,0,0
1172,15,0,0,2,9.41569994025414,25,0,2,1,0,0,1
1173,17,1,0,1,14.1328504349786,14,1,3,0,0,0,0
1174,18,1,0,2,18.8127999837222,9,0,2,0,1,0,0
1175,18,1,0,1,6.58642554965008,20,1,1,1,0,0,0
1176,16,1,0,2,0.844009371625968,27,0,3,1,0,0,0
1177,17,1,2,2,9.92590251001279,6,0,3,0,0,0,0
1178,17,0,3,1,10.8892266429833,25,1,2,1,0,1,0
1179,15,1,0,1,3.3688110226383,2,0,2,1,0,0,0
1180,17,0,3,2,15.2092921255213,1,0,3,1,0,0,1
1181,15,0,0,2,19.6985821688298,5,1,3,0,0,0,0
1182,17,0,0,1,18.9154943401692,20,0,3,1,0,0,0
1183,16,0,0,4,3.94212077647304,8,0,2,1,1,0,0
1184,17,1,1,2,17.5072647980152,9,1,4,1,1,0,0
1185,15,0,3,4,14.0898727282336,3,0,3,0,0,0,0
1186,15,0,1,2,9.07693127613823,26,1,3,1,0,0,0
1187,16,1,0,2,10.8122198864945,2,0,3,0,0,0,0
1188,17,1,1,3,16.9920034996491,8,0,1,1,0,0,0
1189,17,1,0,2,9.60269879276746,23,0,0,1,1,0,0
1190,16,0,2,2,7.46414738210253,21,1,3,0,0,0,0
1191,17,1,1,1,9.86494986051971,16,0,2,0,0,0,1
1192,17,1,0,2,11.5825960807009,13,1,3,0,0,0,0
1193,15,0,1,1,3.78155307556697,9,0,2,1,0,0,0
1194,17,1,1,1,18.0181546053398,12,0,2,0,0,0,0
1195,17,1,0,0,13.4837389765922,11,1,1,1,0,1,0
1196,16,1,1,0,12.6653783467497,26,0,3,1,1,0,0
1197,16,1,0,4,1.98992452361276,0,0,1,1,0,0,1
1198,18,0,2,1,12.0834787634518,27,0,3,1,0,1,0
1199,15,1,2,2,2.41921324476984,21,0,2,0,0,0,0
1200,17,1,2,3,1.57395350390798,28,0,3,1,0,0,0
1201,17,0,1,2,10.5462179128478,18,0,1,0,0,1,0
1202,18,1,1,1,8.05571068092989,18,0,1,0,0,0,0
1203,17,0,0,2,11.7762054031244,5,0,3,0,1,0,1
1204,15,1,2,2,1.78444336114477,12,0,2,1,0,0,0
1205,18,0,0,2,8.61966125694516,18,0,1,1,0,0,0
1206,15,0,0,2,3.49573430090315,12,1,4,0,0,0,0
1207,18,0,0,4,19.7420017184823,26,1,1,1,0,0,0
1208,18,0,0,2,11.2230042487034,25,0,2,1,0,0,0
1209,16,1,1,1,13.7487372188173,21,0,1,0,0,0,0
1210,15,0,0,2,6.50836561365215,20,1,2,1,0,1,1
1211,17,1,2,0,1.89477829558688,3,0,2,0,0,1,0
1212,17,0,0,3,19.5174172556707,23,0,1,0,0,1,1
1213,15,0,0,1,5.72518070766366,1,0,3,1,0,0,0
1214,17,0,1,1,8.47616370347148,14,1,2,0,0,0,0
1215,17,1,0,3,12.9972784340515,11,0,3,0,0,0,0
1216,15,0,0,2,0.493945953722225,29,1,1,1,0,0,0
1217,18,1,2,1,16.2051826103457,26,1,2,1,0,0,0
1218,15,1,0,2,10.7315638005724,6,0,0,1,0,1,0
1219,18,1,2,3,5.56434374137644,19,1,3,0,0,0,0
1220,17,1,0,1,1.23215970584938,17,0,3,0,0,0,0
1221,17,1,0,3,3.24996830948882,22,0,3,1,1,0,1
1222,17,1,2,0,17.9006771770687,12,0,2,0,1,0,1
1223,16,1,0,2,13.7204844787178,16,0,3,0,0,1,0
1224,18,1,0,3,4.99803443273779,3,0,3,0,0,0,0
1225,16,1,0,1,1.31201529890059,24,0,0,1,0,0,0
1226,16,0,0,2,13.8123062477327,13,0,1,0,0,1,0
1227,15,0,2,1,11.4481545193553,19,0,2,0,0,0,0
1228,16,0,0,2,8.0903904891647,27,0,3,0,1,0,0
1229,15,0,2,2,7.27222898380127,12,1,0,0,0,0,0
1230,15,0,2,2,4.33628551858216,2,0,3,0,1,0,0
1231,16,1,0,1,13.3922251307503,25,0,2,0,0,0,0
1232,18,1,3,1,19.4133605558774,25,0,2,0,0,0,0
1233,18,1,0,0,3.51430491673651,17,0,1,0,1,0,1
1234,18,1,3,1,11.94233240031,13,0,2,0,1,0,1
1235,18,1,0,2,8.48370111491952,14,0,0,0,1,0,0
1236,18,1,1,3,8.93377443489329,2,0,0,0,1,0,0
1237,16,1,0,2,5.08294560255628,0,0,3,0,0,1,0
1238,16,0,0,2,16.5026975132283,25,1,2,0,0,1,0
1239,17,0,1,4,9.70511208294482,23,1,2,0,0,0,0
1240,18,0,2,2,10.8681170439652,16,0,1,1,0,1,0
1241,16,0,0,3,6.09521825594651,2,1,2,0,1,0,0
1242,17,1,0,2,3.63616931333899,13,0,0,1,1,0,0
1243,18,1,2,1,1.7182077640564,2,0,2,0,1,0,0
1244,15,1,1,0,14.2823828184983,12,1,2,0,0,0,0
1245,17,0,3,2,3.92468563375711,14,0,2,1,0,0,0
1246,16,1,2,1,13.8015070837759,17,0,4,0,1,0,0
1247,15,1,3,1,7.80752892093907,13,0,2,0,0,0,0
1248,15,1,2,2,8.31549601979302,20,0,2,1,0,0,0
1249,15,0,0,2,9.38354992185543,25,0,2,0,1,0,0
1250,17,1,0,2,7.35417016255086,2,0,1,0,0,1,0
1251,16,0,2,1,2.0123995444518,18,0,3,0,1,0,0
1252,15,0,1,1,6.19263620005691,7,0,2,1,0,0,0
1253,18,0,0,2,13.2746872138787,3,1,1,1,0,0,0
1254,15,0,0,4,13.3156880293774,3,0,3,0,0,0,1
1255,15,1,3,2,5.72448614479988,18,1,0,0,0,0,0
1256,17,0,1,3,9.20205253115376,10,0,4,1,0,0,1
1257,17,0,0,2,3.86894456023874,0,1,3,0,0,0,0
1258,16,1,0,2,4.20744163059671,7,1,2,0,1,1,0
1259,18,1,0,1,0.460941768132148,14,0,1,1,1,0,0
1260,17,0,0,2,17.9349309981548,0,0,1,0,0,0,0
1261,15,1,0,2,4.21413330149812,6,0,1,1,0,0,0
1262,16,0,0,2,4.55067753872926,20,1,1,1,0,0,0
1263,15,0,2,2,5.59202865290263,19,0,2,1,1,0,1
1264,15,0,0,2,2.54816143390858,19,0,4,0,0,1,1
1265,17,0,2,1,12.7852576636272,23,0,2,0,0,0,0
1266,16,1,2,2,1.50285906355173,10,1,3,0,0,0,0
1267,18,0,0,1,2.684048526527,26,0,3,0,0,0,0
1268,18,1,1,3,12.8951345318018,28,0,3,0,0,0,0
1269,17,1,0,1,6.79321240962885,13,0,0,0,1,1,1
1270,17,1,2,0,14.1589565340237,21,1,2,0,1,0,0
1271,16,1,0,2,11.1484948934028,15,0,3,0,0,0,0
1272,18,0,1,2,5.12042346123026,13,0,3,0,0,0,1
1273,18,1,1,2,13.0165590097865,11,0,4,0,0,0,0
1274,18,0,0,1,2.32547360585761,16,0,3,0,0,0,1
1275,15,1,0,2,10.7282076616006,13,1,1,0,0,0,0
1276,18,1,1,1,8.74296210090069,9,0,2,1,0,0,1
1277,15,0,2,3,5.35747165634881,23,0,0,1,1,0,0
1278,16,0,0,3,12.08009995479,28,1,3,0,0,0,0
1279,15,0,1,2,17.4266718468056,13,1,2,0,0,0,0
1280,16,1,0,1,19.9780939952615,17,0,3,0,0,0,0
1281,18,1,2,2,12.1552553748684,21,0,4,0,0,0,1
1282,18,0,0,0,8.0941174865834,8,1,3,0,0,1,0
1283,16,0,2,2,4.50414200432403,16,0,2,1,0,0,1
1284,17,0,0,1,5.14192178790223,5,1,1,0,0,0,0
1285,16,0,0,3,9.58909956299531,7,1,3,1,1,1,0
1286,17,1,0,0,7.34555402561418,25,0,1,0,0,0,0
1287,15,0,0,2,18.2762904524988,12,1,1,0,0,0,0
1288,15,0,1,2,7.36590935311419,17,0,1,0,0,0,0
1289,15,0,0,2,7.4688918229087,4,0,2,1,0,0,0
1290,18,0,2,0,7.67069024867954,5,0,1,0,0,0,0
1291,15,1,0,4,16.7324042073531,20,1,4,0,1,1,0
1292,17,0,0,2,13.015766416938,18,0,4,1,0,0,0
1293,15,1,0,2,12.2833770063778,3,0,4,0,0,1,0
1294,16,0,0,1,6.68286044767724,6,1,0,0,0,0,1
1295,16,0,0,2,16.3580835366487,3,0,4,0,0,0,0
1296,18,1,0,2,0.767277227114022,24,0,4,0,0,1,0
1297,16,0,0,0,17.4159434467622,10,1,4,0,1,0,0
1298,17,1,0,1,10.2549979958785,11,1,3,0,0,0,0
1299,15,1,1,3,7.96500469726825,13,1,3,0,1,0,0
1300,18,0,1,1,9.94334561435371,12,1,1,0,0,0,0
1301,15,1,0,1,13.3483106106766,28,0,3,1,0,0,0
1302,15,1,0,2,0.255308530357947,9,0,0,1,0,0,0
1303,17,1,3,2,17.4310371291649,17,0,2,0,0,0,0
1304,16,1,1,0,8.93479050622785,15,0,4,0,0,0,0
1305,16,1,1,2,6.85933039400156,4,0,2,0,1,1,0
1306,15,1,0,1,2.76491131268114,7,1,1,0,0,0,0
1307,18,1,2,0,8.78930748716884,13,0,4,0,0,0,0
1308,16,1,2,0,9.92645542568757,4,0,4,0,1,0,1
1309,18,0,1,3,8.07293388986955,25,0,1,1,0,0,0
1310,16,0,3,1,13.5732018765379,27,0,3,0,1,0,0
1311,18,1,0,0,8.41793057518452,23,0,2,1,0,0,0
1312,17,0,0,2,19.2283515569314,7,0,2,0,0,1,1
1313,18,1,2,3,11.9855503564718,24,0,1,0,0,0,0
1314,17,1,2,1,16.1495587130381,25,0,0,0,0,0,0
1315,17,0,0,2,2.18711806218957,5,1,1,0,1,0,0
1316,18,1,0,0,7.94582585891811,15,1,0,0,1,0,0
1317,17,1,0,2,6.73695402894305,27,0,4,0,0,0,0
1318,15,1,0,2,11.3896477627318,3,1,3,1,0,0,0
1319,17,1,2,2,17.2222704012285,11,0,3,0,0,1,0
1320,16,0,1,1,1.56676435524013,10,0,3,0,0,0,0
1321,18,1,0,1,1.45149596089421,2,0,1,1,0,0,0
1322,15,1,0,1,17.0063541631519,11,0,4,1,0,0,0
1323,18,1,0,1,4.25700172076714,29,1,3,1,1,0,0
1324,16,0,0,0,13.3750650889962,4,0,2,0,0,0,0
1325,16,1,1,2,10.8575626472161,5,1,1,0,1,0,0
1326,16,0,3,4,16.6578718977445,18,0,3,0,0,0,0
1327,17,0,2,4,2.50177819672807,17,0,3,0,1,0,0
1328,17,1,0,3,2.59565931445222,15,1,3,0,0,0,0
1329,18,1,2,2,11.1363672055661,22,0,0,0,0,0,0
1330,18,0,2,2,18.9275730671674,10,0,1,1,1,0,0
1331,15,1,2,1,8.29995516741508,4,0,2,1,1,1,0
1332,15,0,0,2,6.53884200509389,8,0,3,0,1,0,0
1333,18,0,0,2,12.1337864639577,2,0,0,0,0,0,0
1334,17,1,0,2,18.6089720109006,29,0,2,0,1,0,1
1335,16,1,0,2,16.7385566568924,7,0,2,0,0,0,0
1336,18,0,0,1,19.9096722146643,5,0,3,0,0,0,0
1337,15,0,0,1,0.451371664047541,3,0,2,1,0,0,0
1338,17,0,0,3,2.25716289425524,11,0,2,0,1,0,0
1339,18,0,2,0,12.1893552673324,11,0,3,0,0,0,0
1340,18,1,0,2,16.4115287866769,24,0,4,0,0,0,1
1341,17,1,0,3,5.70488684613533,20,0,1,1,0,0,0
1342,18,1,3,2,4.78422176068437,15,0,1,1,0,1,0
1343,17,1,3,2,15.739515987624,9,0,4,1,0,1,0
1344,16,1,2,1,1.12763707706463,21,0,2,0,0,0,0
1345,17,0,3,1,7.3876529516517,13,0,3,0,0,0,1
1346,17,1,1,3,10.1161844518465,12,0,3,0,0,0,0
1347,17,1,3,2,11.2069734870064,8,0,1,0,1,1,0
1348,18,1,0,2,14.5723031358555,6,0,3,1,0,1,0
1349,18,1,0,0,7.09691446861316,11,0,3,0,0,0,0
1350,17,1,0,0,12.2536868934921,4,0,2,0,0,0,0
1351,18,0,0,4,11.7075084558191,17,0,0,0,0,1,0
1352,15,0,0,1,10.9523220130749,3,0,4,0,0,0,0
1353,15,0,1,2,12.8096658628442,1,0,2,0,1,0,0
1354,18,1,2,0,5.18898342136152,2,1,3,0,0,0,0
1355,18,0,1,2,1.69297507169257,25,0,3,0,0,0,0
1356,17,0,0,3,2.38543344079486,11,1,2,0,0,0,0
1357,16,1,2,2,4.49164765307802,2,1,3,1,1,0,0
1358,18,1,1,1,10.0039587104557,3,0,4,0,1,0,0
1359,15,1,0,2,16.8088550109204,5,0,2,0,0,1,0
1360,17,0,1,2,14.0258668417676,11,0,2,0,0,0,0
1361,18,0,0,2,15.7808120840409,18,0,4,1,0,0,0
1362,15,1,0,3,7.01951247852182,9,0,1,1,0,0,1
1363,15,1,3,2,8.093074832971,29,1,0,0,0,0,0
1364,16,0,0,3,7.87363771981225,0,1,4,0,0,1,0
1365,17,0,0,2,3.83746368809003,16,0,3,1,0,1,0
1366,17,1,2,1,1.22433316287144,15,0,4,1,1,0,1
1367,16,1,2,1,11.8183218565445,8,0,0,0,0,0,0
1368,16,0,0,1,19.7843336684117,24,1,1,0,1,0,0
1369,17,1,0,3,3.33659409900525,20,1,1,0,0,0,0
1370,17,0,0,2,0.933696397985475,8,1,3,1,0,0,1
1371,18,0,1,2,15.5906336364786,26,0,3,0,0,0,0
1372,18,0,0,1,5.05172013369448,22,0,2,0,0,1,0
1373,16,0,0,1,16.5928761070585,8,0,0,0,0,0,0
1374,18,1,3,2,14.0787333406903,11,0,3,0,0,0,1
1375,15,1,1,2,18.913470741016,22,1,2,1,0,0,0
1376,18,0,0,1,8.17854471513344,8,1,1,1,0,0,0
1377,18,0,1,2,13.2393967890126,14,0,4,0,1,0,0
1378,15,0,1,0,9.29709561626541,1,0,1,1,0,0,0
1379,16,0,0,1,12.6117739461708,10,0,3,0,0,1,0
1380,15,0,0,2,8.99197812015474,10,1,3,1,0,0,0
1381,18,1,2,1,3.77264492848149,7,0,2,1,1,0,1
1382,16,1,0,4,10.1579483200676,22,0,1,1,0,0,0
1383,18,1,1,1,10.5716840287488,5,0,2,1,0,0,1
1384,15,1,0,1,16.2120769652032,20,0,3,0,0,0,0
1385,15,0,0,1,14.7104141158716,19,1,1,1,0,0,0
1386,18,0,0,2,13.2758324788288,6,0,3,0,0,0,0
1387,17,0,0,2,2.26774191105145,2,0,4,0,0,0,0
1388,17,0,0,2,14.4123258132743,7,0,4,0,0,1,0
1389,15,0,0,0,10.0061031270902,17,0,2,0,0,0,0
1390,15,1,2,0,17.8819907221231,16,0,3,1,0,0,1
1391,17,0,3,2,18.3974186826108,10,0,4,0,0,0,0
1392,17,1,2,3,1.1031318120357,1,0,2,1,0,0,0
1393,18,1,2,3,16.4128312070895,24,1,1,1,0,0,0
1394,18,1,0,0,0.753947808453412,20,0,1,1,1,0,0
1395,17,1,3,2,7.34339251390045,26,0,1,0,0,0,0
1396,18,0,0,3,10.8459995124215,23,0,3,0,0,1,0
1397,18,1,3,1,2.96201597254254,18,0,2,0,0,0,0
1398,16,1,3,3,14.9262762513815,6,0,3,0,0,0,0
1399,18,1,2,1,0.167094083442771,17,1,3,1,0,0,1
1400,15,0,3,3,3.37198096868073,7,0,3,1,1,0,0
1401,18,0,1,2,11.6159365970695,13,0,3,0,0,0,1
1402,18,0,0,3,14.2877512407458,6,0,0,1,0,1,0
1403,17,1,0,2,18.3328620538783,27,0,3,0,1,0,0
1404,15,1,1,1,14.1099330386924,20,0,2,0,0,0,0
1405,18,0,0,3,13.4355854050973,27,0,2,0,1,0,0
1406,18,1,1,1,7.88682292701328,26,0,0,0,0,0,0
1407,16,0,3,1,0.0256885105360282,3,0,4,1,0,0,0
1408,18,0,0,2,2.40318517471243,16,0,4,1,0,0,0
1409,18,1,2,2,10.6910908951207,4,0,2,1,0,0,0
1410,16,1,3,3,13.5025977168883,11,0,2,0,1,0,0
1411,17,1,3,1,8.34896567792925,8,0,3,0,1,0,0
1412,18,1,3,2,14.6135802305678,25,0,1,0,0,0,0
1413,16,0,1,2,10.4372459066435,19,1,1,1,1,1,0
1414,15,0,3,0,1.48352391188624,12,0,3,0,0,0,0
1415,17,0,2,1,3.84032501935897,24,0,1,0,1,0,0
1416,15,0,0,1,16.7999644648788,27,0,2,1,1,0,0
1417,15,0,0,1,14.4982549324887,17,1,2,1,0,0,0
1418,16,1,2,4,17.8952397402499,19,1,2,1,0,0,0
1419,18,0,0,2,2.35114498241873,8,0,1,1,1,0,0
1420,16,0,1,2,19.8044506923014,3,0,2,0,0,0,0
